Code1|Code2|Code3|County Name/State Abbreviation|Year|Labor Force|Employed|Unemployed|Unemployment (%)
CN3705700000000|37|057|Davidson County, NC|2008|77,717     |72,235     |5,482     |7.1     
CN3705900000000|37|059|Davie County, NC|2008|20,953     |19,694     |1,259     |6.0     
CN3706100000000|37|061|Duplin County, NC|2008|24,027     |22,643     |1,384     |5.8     
CN3706300000000|37|063|Durham County, NC|2008|141,313     |134,659     |6,654     |4.7     
CN3706500000000|37|065|Edgecombe County, NC|2008|24,498     |22,024     |2,474     |10.1     
CN3706700000000|37|067|Forsyth County, NC|2008|176,953     |167,023     |9,930     |5.6     
CN3706900000000|37|069|Franklin County, NC|2008|27,744     |26,024     |1,720     |6.2     
CN3707100000000|37|071|Gaston County, NC|2008|99,629     |92,132     |7,497     |7.5     
CN3707300000000|37|073|Gates County, NC|2008|4,853     |4,597     |256     |5.3     
CN3707500000000|37|075|Graham County, NC|2008|4,371     |3,907     |464     |10.6     
CN3707700000000|37|077|Granville County, NC|2008|25,437     |23,743     |1,694     |6.7     
CN3707900000000|37|079|Greene County, NC|2008|9,262     |8,656     |606     |6.5     
CN3708100000000|37|081|Guilford County, NC|2008|250,557     |235,604     |14,953     |6.0     
CN3708300000000|37|083|Halifax County, NC|2008|23,799     |21,677     |2,122     |8.9     
CN3708500000000|37|085|Harnett County, NC|2008|47,889     |44,746     |3,143     |6.6     
CN3708700000000|37|087|Haywood County, NC|2008|27,812     |26,266     |1,546     |5.6     
CN3708900000000|37|089|Henderson County, NC|2008|49,544     |47,221     |2,323     |4.7     
CN3709100000000|37|091|Hertford County, NC|2008|9,811     |9,164     |647     |6.6     
CN3709300000000|37|093|Hoke County, NC|2008|19,699     |18,584     |1,115     |5.7     
CN3709500000000|37|095|Hyde County, NC|2008|2,674     |2,490     |184     |6.9     
CN3709700000000|37|097|Iredell County, NC|2008|78,849     |73,841     |5,008     |6.4     
CN3709900000000|37|099|Jackson County, NC|2008|20,956     |19,908     |1,048     |5.0     
CN3710100000000|37|101|Johnston County, NC|2008|77,790     |73,394     |4,396     |5.7     
CN3710300000000|37|103|Jones County, NC|2008|4,696     |4,396     |300     |6.4     
CN3710500000000|37|105|Lee County, NC|2008|25,800     |23,863     |1,937     |7.5     
CN3710700000000|37|107|Lenoir County, NC|2008|27,008     |25,074     |1,934     |7.2     
CN3710900000000|37|109|Lincoln County, NC|2008|39,344     |36,514     |2,830     |7.2     
CN3711100000000|37|111|McDowell County, NC|2008|20,799     |19,105     |1,694     |8.1     
CN3711300000000|37|113|Macon County, NC|2008|16,285     |15,325     |960     |5.9     
CN3711500000000|37|115|Madison County, NC|2008|10,017     |9,454     |563     |5.6     
CN3711700000000|37|117|Martin County, NC|2008|11,891     |11,127     |764     |6.4     
CN3711900000000|37|119|Mecklenburg County, NC|2008|466,991     |439,235     |27,756     |5.9     
CN3712100000000|37|121|Mitchell County, NC|2008|7,087     |6,519     |568     |8.0     
CN3712300000000|37|123|Montgomery County, NC|2008|11,302     |10,382     |920     |8.1     
CN3712500000000|37|125|Moore County, NC|2008|36,370     |34,153     |2,217     |6.1     
CN3712700000000|37|127|Nash County, NC|2008|46,886     |43,428     |3,458     |7.4     
CN3712900000000|37|129|New Hanover County, NC|2008|105,444     |100,018     |5,426     |5.1     
CN3713100000000|37|131|Northampton County, NC|2008|8,667     |8,000     |667     |7.7     
CN3713300000000|37|133|Onslow County, NC|2008|63,010     |59,461     |3,549     |5.6     
CN3713500000000|37|135|Orange County, NC|2008|69,732     |66,952     |2,780     |4.0     
CN3713700000000|37|137|Pamlico County, NC|2008|5,413     |5,092     |321     |5.9     
CN3713900000000|37|139|Pasquotank County, NC|2008|17,953     |16,729     |1,224     |6.8     
CN3714100000000|37|141|Pender County, NC|2008|24,381     |22,913     |1,468     |6.0     
CN3714300000000|37|143|Perquimans County, NC|2008|5,299     |4,942     |357     |6.7     
CN3714500000000|37|145|Person County, NC|2008|19,015     |17,646     |1,369     |7.2     
CN3714700000000|37|147|Pitt County, NC|2008|80,996     |75,795     |5,201     |6.4     
CN3714900000000|37|149|Polk County, NC|2008|9,538     |9,081     |457     |4.8     
CN3715100000000|37|151|Randolph County, NC|2008|75,059     |70,321     |4,738     |6.3     
CN3715300000000|37|153|Richmond County, NC|2008|20,109     |18,262     |1,847     |9.2     
CN3715500000000|37|155|Robeson County, NC|2008|55,922     |51,507     |4,415     |7.9     
CN3715700000000|37|157|Rockingham County, NC|2008|44,504     |41,197     |3,307     |7.4     
CN3715900000000|37|159|Rowan County, NC|2008|69,967     |65,244     |4,723     |6.8     
CN3716100000000|37|161|Rutherford County, NC|2008|29,663     |27,289     |2,374     |8.0     
CN3716300000000|37|163|Sampson County, NC|2008|32,368     |30,643     |1,725     |5.3     
CN3716500000000|37|165|Scotland County, NC|2008|13,888     |12,374     |1,514     |10.9     
CN3716700000000|37|167|Stanly County, NC|2008|30,088     |28,138     |1,950     |6.5     
CN3716900000000|37|169|Stokes County, NC|2008|24,087     |22,690     |1,397     |5.8     
CN3717100000000|37|171|Surry County, NC|2008|34,132     |31,493     |2,639     |7.7     
CN3717300000000|37|173|Swain County, NC|2008|6,933     |6,393     |540     |7.8     
CN3717500000000|37|175|Transylvania County, NC|2008|13,345     |12,665     |680     |5.1     
CN3717700000000|37|177|Tyrrell County, NC|2008|2,204     |2,049     |155     |7.0     
CN3717900000000|37|179|Union County, NC|2008|95,592     |90,372     |5,220     |5.5     
CN3718100000000|37|181|Vance County, NC|2008|19,522     |17,804     |1,718     |8.8     
CN3718300000000|37|183|Wake County, NC|2008|456,089     |435,242     |20,847     |4.6     
CN3718500000000|37|185|Warren County, NC|2008|7,765     |7,116     |649     |8.4     
CN3718700000000|37|187|Washington County, NC|2008|6,145     |5,677     |468     |7.6     
CN3718900000000|37|189|Watauga County, NC|2008|22,998     |21,916     |1,082     |4.7     
CN3719100000000|37|191|Wayne County, NC|2008|53,513     |50,452     |3,061     |5.7     
CN3719300000000|37|193|Wilkes County, NC|2008|30,141     |27,894     |2,247     |7.5     
CN3719500000000|37|195|Wilson County, NC|2008|39,932     |36,868     |3,064     |7.7     
CN3719700000000|37|197|Yadkin County, NC|2008|19,327     |18,247     |1,080     |5.6     
CN3719900000000|37|199|Yancey County, NC|2008|7,760     |7,173     |587     |7.6     
CN3800100000000|38|001|Adams County, ND|2008|1,260     |1,230     |30     |2.4     
CN3800300000000|38|003|Barnes County, ND|2008|6,274     |6,090     |184     |2.9     
CN3800500000000|38|005|Benson County, ND|2008|2,640     |2,470     |170     |6.4     
CN3800700000000|38|007|Billings County, ND|2008|524     |513     |11     |2.1     
CN3800900000000|38|009|Bottineau County, ND|2008|3,602     |3,485     |117     |3.2     
CN3801100000000|38|011|Bowman County, ND|2008|1,736     |1,700     |36     |2.1     
CN3801300000000|38|013|Burke County, ND|2008|1,059     |1,034     |25     |2.4     
CN3801500000000|38|015|Burleigh County, ND|2008|47,416     |46,099     |1,317     |2.8     
CN3801700000000|38|017|Cass County, ND|2008|88,926     |86,519     |2,407     |2.7     
CN3801900000000|38|019|Cavalier County, ND|2008|2,037     |1,974     |63     |3.1     
CN3802100000000|38|021|Dickey County, ND|2008|2,918     |2,830     |88     |3.0     
CN3802300000000|38|023|Divide County, ND|2008|887     |859     |28     |3.2     
CN3802500000000|38|025|Dunn County, ND|2008|1,752     |1,696     |56     |3.2     
CN3802700000000|38|027|Eddy County, ND|2008|1,248     |1,178     |70     |5.6     
CN3802900000000|38|029|Emmons County, ND|2008|1,685     |1,603     |82     |4.9     
CN3803100000000|38|031|Foster County, ND|2008|1,769     |1,716     |53     |3.0     
CN3803300000000|38|033|Golden Valley County, ND|2008|868     |844     |24     |2.8     
CN3803500000000|38|035|Grand Forks County, ND|2008|38,946     |37,778     |1,168     |3.0     
CN3803700000000|38|037|Grant County, ND|2008|1,200     |1,151     |49     |4.1     
CN3803900000000|38|039|Griggs County, ND|2008|1,275     |1,244     |31     |2.4     
CN3804100000000|38|041|Hettinger County, ND|2008|1,122     |1,083     |39     |3.5     
CN3804300000000|38|043|Kidder County, ND|2008|1,242     |1,191     |51     |4.1     
CN3804500000000|38|045|LaMoure County, ND|2008|2,238     |2,165     |73     |3.3     
CN3804700000000|38|047|Logan County, ND|2008|924     |891     |33     |3.6     
CN3804900000000|38|049|McHenry County, ND|2008|2,734     |2,594     |140     |5.1     
CN3805100000000|38|051|McIntosh County, ND|2008|1,392     |1,352     |40     |2.9     
CN3805300000000|38|053|McKenzie County, ND|2008|3,111     |3,036     |75     |2.4     
CN3805500000000|38|055|McLean County, ND|2008|4,834     |4,616     |218     |4.5     
CN3805700000000|38|057|Mercer County, ND|2008|4,841     |4,620     |221     |4.6     
CN3805900000000|38|059|Morton County, ND|2008|15,004     |14,480     |524     |3.5     
CN3806100000000|38|061|Mountrail County, ND|2008|2,989     |2,864     |125     |4.2     
CN3806300000000|38|063|Nelson County, ND|2008|1,732     |1,674     |58     |3.3     
CN3806500000000|38|065|Oliver County, ND|2008|1,148     |1,096     |52     |4.5     
CN3806700000000|38|067|Pembina County, ND|2008|3,939     |3,734     |205     |5.2     
CN3806900000000|38|069|Pierce County, ND|2008|1,934     |1,850     |84     |4.3     
CN3807100000000|38|071|Ramsey County, ND|2008|5,841     |5,621     |220     |3.8     
CN3807300000000|38|073|Ransom County, ND|2008|3,094     |2,983     |111     |3.6     
CN3807500000000|38|075|Renville County, ND|2008|1,263     |1,230     |33     |2.6     
CN3807700000000|38|077|Richland County, ND|2008|8,967     |8,619     |348     |3.9     
CN3807900000000|38|079|Rolette County, ND|2008|5,013     |4,535     |478     |9.5     
CN3808100000000|38|081|Sargent County, ND|2008|2,231     |2,128     |103     |4.6     
CN3808300000000|38|083|Sheridan County, ND|2008|645     |618     |27     |4.2     
CN3808500000000|38|085|Sioux County, ND|2008|1,306     |1,237     |69     |5.3     
CN3808700000000|38|087|Slope County, ND|2008|760     |750     |10     |1.3     
CN3808900000000|38|089|Stark County, ND|2008|14,314     |13,977     |337     |2.4     
CN3809100000000|38|091|Steele County, ND|2008|1,168     |1,143     |25     |2.1     
CN3809300000000|38|093|Stutsman County, ND|2008|11,750     |11,406     |344     |2.9     
CN3809500000000|38|095|Towner County, ND|2008|1,110     |1,074     |36     |3.2     
CN3809700000000|38|097|Traill County, ND|2008|4,167     |4,029     |138     |3.3     
CN3809900000000|38|099|Walsh County, ND|2008|5,685     |5,438     |247     |4.3     
CN3810100000000|38|101|Ward County, ND|2008|29,718     |28,841     |877     |3.0     
CN3810300000000|38|103|Wells County, ND|2008|2,113     |2,020     |93     |4.4     
CN3810500000000|38|105|Williams County, ND|2008|14,674     |14,425     |249     |1.7     
CN3900100000000|39|001|Adams County, OH|2008|13,185     |11,958     |1,227     |9.3     
CN3900300000000|39|003|Allen County, OH|2008|51,638     |47,826     |3,812     |7.4     
CN3900500000000|39|005|Ashland County, OH|2008|27,190     |25,163     |2,027     |7.5     
CN3900700000000|39|007|Ashtabula County, OH|2008|49,005     |45,083     |3,922     |8.0     
CN3900900000000|39|009|Athens County, OH|2008|30,777     |28,723     |2,054     |6.7     
CN3901100000000|39|011|Auglaize County, OH|2008|26,868     |25,405     |1,463     |5.4     
CN3901300000000|39|013|Belmont County, OH|2008|33,285     |31,257     |2,028     |6.1     
CN3901500000000|39|015|Brown County, OH|2008|21,758     |20,099     |1,659     |7.6     
CN3901700000000|39|017|Butler County, OH|2008|191,057     |179,773     |11,284     |5.9     
CN3901900000000|39|019|Carroll County, OH|2008|13,943     |12,883     |1,060     |7.6     
CN3902100000000|39|021|Champaign County, OH|2008|20,481     |19,056     |1,425     |7.0     
CN3902300000000|39|023|Clark County, OH|2008|71,071     |66,324     |4,747     |6.7     
CN3902500000000|39|025|Clermont County, OH|2008|106,546     |100,271     |6,275     |5.9     
CN3902700000000|39|027|Clinton County, OH|2008|23,409     |21,995     |1,414     |6.0     
CN3902900000000|39|029|Columbiana County, OH|2008|52,927     |49,094     |3,833     |7.2     
CN3903100000000|39|031|Coshocton County, OH|2008|17,172     |15,700     |1,472     |8.6     
CN3903300000000|39|033|Crawford County, OH|2008|21,916     |20,017     |1,899     |8.7     
CN3903500000000|39|035|Cuyahoga County, OH|2008|644,172     |604,178     |39,994     |6.2     
CN3903700000000|39|037|Darke County, OH|2008|27,925     |26,125     |1,800     |6.4     
CN3903900000000|39|039|Defiance County, OH|2008|20,647     |19,100     |1,547     |7.5     
CN3904100000000|39|041|Delaware County, OH|2008|92,156     |87,875     |4,281     |4.6     
CN3904300000000|39|043|Erie County, OH|2008|42,664     |39,548     |3,116     |7.3     
CN3904500000000|39|045|Fairfield County, OH|2008|75,533     |71,208     |4,325     |5.7     
CN3904700000000|39|047|Fayette County, OH|2008|16,950     |15,981     |969     |5.7     
CN3904900000000|39|049|Franklin County, OH|2008|624,952     |590,436     |34,516     |5.5     
CN3905100000000|39|051|Fulton County, OH|2008|23,205     |21,313     |1,892     |8.2     
CN3905300000000|39|053|Gallia County, OH|2008|14,134     |13,207     |927     |6.6     
CN3905500000000|39|055|Geauga County, OH|2008|51,190     |48,637     |2,553     |5.0     
CN3905700000000|39|057|Greene County, OH|2008|81,005     |75,988     |5,017     |6.2     
CN3905900000000|39|059|Guernsey County, OH|2008|19,589     |17,904     |1,685     |8.6     
CN3906100000000|39|061|Hamilton County, OH|2008|438,951     |414,088     |24,863     |5.7     
CN3906300000000|39|063|Hancock County, OH|2008|40,861     |38,454     |2,407     |5.9     
CN3906500000000|39|065|Hardin County, OH|2008|15,033     |13,951     |1,082     |7.2     
CN3906700000000|39|067|Harrison County, OH|2008|7,340     |6,812     |528     |7.2     
CN3906900000000|39|069|Henry County, OH|2008|15,696     |14,447     |1,249     |8.0     
CN3907100000000|39|071|Highland County, OH|2008|20,651     |19,120     |1,531     |7.4     
CN3907300000000|39|073|Hocking County, OH|2008|14,229     |13,143     |1,086     |7.6     
CN3907500000000|39|075|Holmes County, OH|2008|19,425     |18,471     |954     |4.9     
CN3907700000000|39|077|Huron County, OH|2008|29,024     |26,184     |2,840     |9.8     
CN3907900000000|39|079|Jackson County, OH|2008|15,265     |13,969     |1,296     |8.5     
CN3908100000000|39|081|Jefferson County, OH|2008|32,856     |30,542     |2,314     |7.0     
CN3908300000000|39|083|Knox County, OH|2008|30,198     |28,258     |1,940     |6.4     
CN3908500000000|39|085|Lake County, OH|2008|133,375     |126,301     |7,074     |5.3     
CN3908700000000|39|087|Lawrence County, OH|2008|29,399     |27,794     |1,605     |5.5     
CN3908900000000|39|089|Licking County, OH|2008|83,686     |78,494     |5,192     |6.2     
CN3909100000000|39|091|Logan County, OH|2008|25,299     |23,773     |1,526     |6.0     
CN3909300000000|39|093|Lorain County, OH|2008|160,099     |149,893     |10,206     |6.4     
CN3909500000000|39|095|Lucas County, OH|2008|222,286     |203,962     |18,324     |8.2     
CN3909700000000|39|097|Madison County, OH|2008|20,202     |18,947     |1,255     |6.2     
CN3909900000000|39|099|Mahoning County, OH|2008|115,824     |107,545     |8,279     |7.1     
CN3910100000000|39|101|Marion County, OH|2008|32,555     |30,274     |2,281     |7.0     
CN3910300000000|39|103|Medina County, OH|2008|96,274     |91,183     |5,091     |5.3     
CN3910500000000|39|105|Meigs County, OH|2008|9,143     |8,225     |918     |10.0     
CN3910700000000|39|107|Mercer County, OH|2008|24,713     |23,497     |1,216     |4.9     
CN3910900000000|39|109|Miami County, OH|2008|54,648     |51,145     |3,503     |6.4     
CN3911100000000|39|111|Monroe County, OH|2008|5,710     |5,222     |488     |8.5     
CN3911300000000|39|113|Montgomery County, OH|2008|267,232     |247,269     |19,963     |7.5     
CN3911500000000|39|115|Morgan County, OH|2008|5,811     |5,216     |595     |10.2     
CN3911700000000|39|117|Morrow County, OH|2008|17,970     |16,701     |1,269     |7.1     
CN3911900000000|39|119|Muskingum County, OH|2008|38,401     |35,078     |3,323     |8.7     
CN3912100000000|39|121|Noble County, OH|2008|5,835     |5,336     |499     |8.6     
CN3912300000000|39|123|Ottawa County, OH|2008|21,529     |19,631     |1,898     |8.8     
CN3912500000000|39|125|Paulding County, OH|2008|10,790     |10,021     |769     |7.1     
CN3912700000000|39|127|Perry County, OH|2008|16,382     |14,986     |1,396     |8.5     
CN3912900000000|39|129|Pickaway County, OH|2008|24,810     |23,044     |1,766     |7.1     
CN3913100000000|39|131|Pike County, OH|2008|10,857     |9,754     |1,103     |10.2     
CN3913300000000|39|133|Portage County, OH|2008|92,880     |87,062     |5,818     |6.3     
CN3913500000000|39|135|Preble County, OH|2008|21,422     |19,938     |1,484     |6.9     
CN3913700000000|39|137|Putnam County, OH|2008|18,447     |17,381     |1,066     |5.8     
CN3913900000000|39|139|Richland County, OH|2008|62,349     |57,713     |4,636     |7.4     
CN3914100000000|39|141|Ross County, OH|2008|34,685     |31,931     |2,754     |7.9     
CN3914300000000|39|143|Sandusky County, OH|2008|33,318     |30,917     |2,401     |7.2     
CN3914500000000|39|145|Scioto County, OH|2008|32,526     |29,811     |2,715     |8.3     
CN3914700000000|39|147|Seneca County, OH|2008|30,486     |28,333     |2,153     |7.1     
CN3914900000000|39|149|Shelby County, OH|2008|27,607     |25,897     |1,710     |6.2     
CN3915100000000|39|151|Stark County, OH|2008|192,019     |179,027     |12,992     |6.8     
CN3915300000000|39|153|Summit County, OH|2008|298,291     |279,954     |18,337     |6.1     
CN3915500000000|39|155|Trumbull County, OH|2008|105,582     |97,654     |7,928     |7.5     
CN3915700000000|39|157|Tuscarawas County, OH|2008|47,837     |44,847     |2,990     |6.3     
CN3915900000000|39|159|Union County, OH|2008|25,897     |24,544     |1,353     |5.2     
CN3916100000000|39|161|Van Wert County, OH|2008|15,407     |14,099     |1,308     |8.5     
CN3916300000000|39|163|Vinton County, OH|2008|5,720     |5,194     |526     |9.2     
CN3916500000000|39|165|Warren County, OH|2008|109,239     |103,225     |6,014     |5.5     
CN3916700000000|39|167|Washington County, OH|2008|33,063     |31,249     |1,814     |5.5     
CN3916900000000|39|169|Wayne County, OH|2008|59,427     |56,039     |3,388     |5.7     
CN3917100000000|39|171|Williams County, OH|2008|19,903     |18,370     |1,533     |7.7     
CN3917300000000|39|173|Wood County, OH|2008|68,912     |64,258     |4,654     |6.8     
CN3917500000000|39|175|Wyandot County, OH|2008|11,453     |10,549     |904     |7.9     
CN4000100000000|40|001|Adair County, OK|2008|10,849     |10,315     |534     |4.9     
CN4000300000000|40|003|Alfalfa County, OK|2008|2,479     |2,402     |77     |3.1     
CN4000500000000|40|005|Atoka County, OK|2008|6,046     |5,766     |280     |4.6     
CN4000700000000|40|007|Beaver County, OK|2008|3,263     |3,196     |67     |2.1     
CN4000900000000|40|009|Beckham County, OK|2008|12,476     |12,187     |289     |2.3     
CN4001100000000|40|011|Blaine County, OK|2008|4,995     |4,813     |182     |3.6     
CN4001300000000|40|013|Bryan County, OK|2008|20,342     |19,640     |702     |3.5     
CN4001500000000|40|015|Caddo County, OK|2008|12,480     |11,972     |508     |4.1     
CN4001700000000|40|017|Canadian County, OK|2008|52,070     |50,300     |1,770     |3.4     
CN4001900000000|40|019|Carter County, OK|2008|26,779     |25,910     |869     |3.2     
CN4002100000000|40|021|Cherokee County, OK|2008|22,918     |22,047     |871     |3.8     
CN4002300000000|40|023|Choctaw County, OK|2008|6,913     |6,560     |353     |5.1     
CN4002500000000|40|025|Cimarron County, OK|2008|1,250     |1,213     |37     |3.0     
CN4002700000000|40|027|Cleveland County, OK|2008|119,236     |115,154     |4,082     |3.4     
CN4002900000000|40|029|Coal County, OK|2008|2,494     |2,372     |122     |4.9     
CN4003100000000|40|031|Comanche County, OK|2008|45,904     |44,154     |1,750     |3.8     
CN4003300000000|40|033|Cotton County, OK|2008|3,892     |3,783     |109     |2.8     
CN4003500000000|40|035|Craig County, OK|2008|7,427     |7,142     |285     |3.8     
CN4003700000000|40|037|Creek County, OK|2008|31,216     |29,889     |1,327     |4.3     
CN4003900000000|40|039|Custer County, OK|2008|14,755     |14,362     |393     |2.7     
CN4004100000000|40|041|Delaware County, OK|2008|18,923     |18,131     |792     |4.2     
CN4004300000000|40|043|Dewey County, OK|2008|2,638     |2,575     |63     |2.4     
CN4004500000000|40|045|Ellis County, OK|2008|2,538     |2,483     |55     |2.2     
CN4004700000000|40|047|Garfield County, OK|2008|31,529     |30,718     |811     |2.6     
CN4004900000000|40|049|Garvin County, OK|2008|14,874     |14,424     |450     |3.0     
CN4005100000000|40|051|Grady County, OK|2008|22,887     |21,979     |908     |4.0     
CN4005300000000|40|053|Grant County, OK|2008|2,602     |2,537     |65     |2.5     
CN4005500000000|40|055|Greer County, OK|2008|2,039     |1,950     |89     |4.4     
CN4005700000000|40|057|Harmon County, OK|2008|1,334     |1,289     |45     |3.4     
CN4005900000000|40|059|Harper County, OK|2008|2,044     |1,998     |46     |2.3     
CN4006100000000|40|061|Haskell County, OK|2008|5,961     |5,738     |223     |3.7     
CN4006300000000|40|063|Hughes County, OK|2008|5,093     |4,819     |274     |5.4     
CN4006500000000|40|065|Jackson County, OK|2008|12,358     |11,964     |394     |3.2     
CN4006700000000|40|067|Jefferson County, OK|2008|2,399     |2,297     |102     |4.3     
CN4006900000000|40|069|Johnston County, OK|2008|5,177     |4,954     |223     |4.3     
CN4007100000000|40|071|Kay County, OK|2008|23,917     |23,078     |839     |3.5     
CN4007300000000|40|073|Kingfisher County, OK|2008|8,529     |8,329     |200     |2.3     
CN4007500000000|40|075|Kiowa County, OK|2008|4,037     |3,884     |153     |3.8     
CN4007700000000|40|077|Latimer County, OK|2008|4,692     |4,489     |203     |4.3     
CN4007900000000|40|079|Le Flore County, OK|2008|20,859     |19,766     |1,093     |5.2     
CN4008100000000|40|081|Lincoln County, OK|2008|13,836     |13,285     |551     |4.0     
CN4008300000000|40|083|Logan County, OK|2008|17,735     |17,096     |639     |3.6     
CN4008500000000|40|085|Love County, OK|2008|5,311     |5,157     |154     |2.9     
CN4008700000000|40|087|McClain County, OK|2008|14,956     |14,413     |543     |3.6     
CN4008900000000|40|089|McCurtain County, OK|2008|14,133     |13,194     |939     |6.6     
CN4009100000000|40|091|McIntosh County, OK|2008|8,593     |8,180     |413     |4.8     
CN4009300000000|40|093|Major County, OK|2008|4,296     |4,195     |101     |2.4     
CN4009500000000|40|095|Marshall County, OK|2008|6,559     |6,294     |265     |4.0     
CN4009700000000|40|097|Mayes County, OK|2008|18,542     |17,757     |785     |4.2     
CN4009900000000|40|099|Murray County, OK|2008|8,527     |8,300     |227     |2.7     
CN4010100000000|40|101|Muskogee County, OK|2008|29,724     |28,319     |1,405     |4.7     
CN4010300000000|40|103|Noble County, OK|2008|5,759     |5,571     |188     |3.3     
CN4010500000000|40|105|Nowata County, OK|2008|5,027     |4,811     |216     |4.3     
CN4010700000000|40|107|Okfuskee County, OK|2008|4,596     |4,405     |191     |4.2     
CN4010900000000|40|109|Oklahoma County, OK|2008|324,124     |311,404     |12,720     |3.9     
CN4011100000000|40|111|Okmulgee County, OK|2008|15,956     |15,117     |839     |5.3     
CN4011300000000|40|113|Osage County, OK|2008|20,095     |19,259     |836     |4.2     
CN4011500000000|40|115|Ottawa County, OK|2008|17,833     |17,082     |751     |4.2     
CN4011700000000|40|117|Pawnee County, OK|2008|7,295     |6,969     |326     |4.5     
CN4011900000000|40|119|Payne County, OK|2008|35,070     |33,687     |1,383     |3.9     
CN4012100000000|40|121|Pittsburg County, OK|2008|23,856     |23,090     |766     |3.2     
CN4012300000000|40|123|Pontotoc County, OK|2008|20,294     |19,652     |642     |3.2     
CN4012500000000|40|125|Pottawatomie County, OK|2008|33,003     |31,730     |1,273     |3.9     
CN4012700000000|40|127|Pushmataha County, OK|2008|5,253     |5,000     |253     |4.8     
CN4012900000000|40|129|Roger Mills County, OK|2008|1,943     |1,898     |45     |2.3     
CN4013100000000|40|131|Rogers County, OK|2008|40,243     |38,831     |1,412     |3.5     
CN4013300000000|40|133|Seminole County, OK|2008|11,033     |10,538     |495     |4.5     
CN4013500000000|40|135|Sequoyah County, OK|2008|17,693     |16,646     |1,047     |5.9     
CN4013700000000|40|137|Stephens County, OK|2008|22,202     |21,435     |767     |3.5     
CN4013900000000|40|139|Texas County, OK|2008|9,752     |9,486     |266     |2.7     
CN4014100000000|40|141|Tillman County, OK|2008|3,521     |3,377     |144     |4.1     
CN4014300000000|40|143|Tulsa County, OK|2008|293,722     |283,155     |10,567     |3.6     
CN4014500000000|40|145|Wagoner County, OK|2008|33,266     |32,065     |1,201     |3.6     
CN4014700000000|40|147|Washington County, OK|2008|27,426     |26,590     |836     |3.0     
CN4014900000000|40|149|Washita County, OK|2008|6,140     |5,974     |166     |2.7     
CN4015100000000|40|151|Woods County, OK|2008|4,343     |4,221     |122     |2.8     
CN4015300000000|40|153|Woodward County, OK|2008|12,604     |12,322     |282     |2.2     
CN4100100000000|41|001|Baker County, OR|2008|7,442     |6,910     |532     |7.1     
CN4100300000000|41|003|Benton County, OR|2008|43,100     |41,076     |2,024     |4.7     
CN4100500000000|41|005|Clackamas County, OR|2008|200,201     |188,750     |11,451     |5.7     
CN4100700000000|41|007|Clatsop County, OR|2008|20,373     |19,302     |1,071     |5.3     
CN4100900000000|41|009|Columbia County, OR|2008|24,202     |22,480     |1,722     |7.1     
CN4101100000000|41|011|Coos County, OR|2008|28,103     |25,771     |2,332     |8.3     
CN4101300000000|41|013|Crook County, OR|2008|9,800     |8,826     |974     |9.9     
CN4101500000000|41|015|Curry County, OR|2008|9,518     |8,746     |772     |8.1     
CN4101700000000|41|017|Deschutes County, OR|2008|81,766     |75,061     |6,705     |8.2     
CN4101900000000|41|019|Douglas County, OR|2008|46,549     |41,935     |4,614     |9.9     
CN4102100000000|41|021|Gilliam County, OR|2008|1,200     |1,148     |52     |4.3     
CN4102300000000|41|023|Grant County, OR|2008|3,379     |3,021     |358     |10.6     
CN4102500000000|41|025|Harney County, OR|2008|3,350     |3,031     |319     |9.5     
CN4102700000000|41|027|Hood River County, OR|2008|13,351     |12,634     |717     |5.4     
CN4102900000000|41|029|Jackson County, OR|2008|101,904     |93,823     |8,081     |7.9     
CN4103100000000|41|031|Jefferson County, OR|2008|9,353     |8,412     |941     |10.1     
CN4103300000000|41|033|Josephine County, OR|2008|34,991     |31,769     |3,222     |9.2     
CN4103500000000|41|035|Klamath County, OR|2008|30,867     |28,035     |2,832     |9.2     
CN4103700000000|41|037|Lake County, OR|2008|3,585     |3,275     |310     |8.6     
CN4103900000000|41|039|Lane County, OR|2008|183,901     |171,498     |12,403     |6.7     
CN4104100000000|41|041|Lincoln County, OR|2008|22,850     |21,339     |1,511     |6.6     
CN4104300000000|41|043|Linn County, OR|2008|55,235     |50,937     |4,298     |7.8     
CN4104500000000|41|045|Malheur County, OR|2008|12,760     |11,800     |960     |7.5     
CN4104700000000|41|047|Marion County, OR|2008|155,375     |145,070     |10,305     |6.6     
CN4104900000000|41|049|Morrow County, OR|2008|5,447     |5,100     |347     |6.4     
CN4105100000000|41|051|Multnomah County, OR|2008|388,379     |365,522     |22,857     |5.9     
CN4105300000000|41|053|Polk County, OR|2008|39,707     |37,465     |2,242     |5.6     
CN4105500000000|41|055|Sherman County, OR|2008|974     |917     |57     |5.9     
CN4105700000000|41|057|Tillamook County, OR|2008|12,603     |11,910     |693     |5.5     
CN4105900000000|41|059|Umatilla County, OR|2008|37,635     |35,163     |2,472     |6.6     
CN4106100000000|41|061|Union County, OR|2008|12,320     |11,322     |998     |8.1     
CN4106300000000|41|063|Wallowa County, OR|2008|3,671     |3,392     |279     |7.6     
CN4106500000000|41|065|Wasco County, OR|2008|13,338     |12,527     |811     |6.1     
CN4106700000000|41|067|Washington County, OR|2008|289,385     |274,019     |15,366     |5.3     
CN4106900000000|41|069|Wheeler County, OR|2008|617     |580     |37     |6.0     
